city,longitude,latitude,attacks
Banbury,52.0633,-1.3393,4
Bandarawela,6.82588,80.9982,4
Banepa,27.6367,85.5168,4
Bango Sato,6.28671,101.696,4
Banha,30.4657,31.1847,4
Bani Mahboub,36.8122,6.23876,4
Bar Elias,33.7728,35.8979,4
Barahathawa,27,85.4675,4
Barajil,30.0768,31.1583,4
Barakin Ladi,9.53722,8.8925,4
Barbacoas,1.67155,-78.141,4
Barbosa,6.43711,-75.331,4
Barira,7.48722,124.299,4
Barkhan district,29.8972,69.5277,4
Bartella,36.3522,43.3797,4
Basima,27.992,65.3847,4
Batangafo,7.30051,18.2869,4
Bati Kot,34.2631,70.7882,4
Battagram,34.2204,71.6273,4
Batulawan,7.07457,124.669,4
Bawi,33.1003,44.5831,4
Bawiyah,33.1,44.5833,4
Bazai,34.5678,71.4802,4
Becerril,9.70219,-73.279,4
Behsud,34.46,70.4753,4
Beit Shean,32.4973,35.4976,4
Beit Shemesh,31.7307,34.993,4
Bekkersdal,-26.281,27.7037,4
Belatikri,22.8654,86.9428,4
Beltran,4.79961,-74.741,4
Beni Bouateb,36.0498,1.58959,4
Beni district,0.48572,29.461,4
Ber,16.8402,-2.5233,4
Berne,46.9479,7.44461,4
Berriz,43.17,-2.5752,4
Bessbrook,54.195,-6.4001,4
Beytussebap,37.5701,43.1663,4
Biarritz,43.4832,-1.5586,4
Bilis Qooqaani,0.32008,41.7482,4
Bir El Ater,34.7485,8.05796,4
Bokajan,26.0212,93.7801,4
Bordeaux,44.8378,-0.5792,4
Bordj El Kiffan,36.7487,3.19248,4
Borka,36.188,69.3354,4
Bostan,30.4264,67.02,4
Brass,4.315,6.24167,4
Brcko,44.8728,18.8083,4
Brega,12.7644,44.8937,4
Briceno,7.11062,-75.552,4
Buayan,7.26111,124.529,4
Buenavista,4.35952,-75.738,4
Bunga,1.17967,30.0353,4
Bunia,1.56653,30.2498,4
Bununu,9.8802,9.6785,4
Buraiqeh,12.7668,44.8468,4
Burka district,36.1889,69.3331,4
Butare,-2.6077,29.7362,4
Buug,7.73235,123.057,4
Caguas,18.2387,-66.035,4
Cagwait,8.91861,126.301,4
Camoapa,12.3824,-85.514,4
Canazas,8.32,-81.21,4
Candelaria,15.3667,-87.567,4
Cano Limon,6.93186,-71.158,4
Cantabria,28.4756,-16.267,4
Cantagallo,7.37714,-73.915,4
Cap Djinet,36.8781,3.72306,4
Caramanta,5.54832,-75.644,4
Carepa,7.75809,-76.658,4
Cartagena district,10.4137,-75.534,4
Casiguran,16.2278,122.064,4
Casoon,7.845,125.985,4
Castellano,15.3195,120.938,4
Castellon de la Plana,39.9861,-0.036,4
Caucasia,7.9878,-75.197,4
Cawayan,11.5289,123.109,4
Chaclacayo,-11.976,-76.77,4
Chagai district,28.9462,63.1498,4
Chahar Bolak,36.7562,66.7242,4
Chahar Burja district,30.1345,62.2627,4
Chak district,34.0306,68.571,4
Chalerm,6.29639,101.728,4
Chanchamayo district,-11.057,-75.061,4
Chandpur,23.2245,90.6544,4
Chaparral district,3.7246,-75.484,4
Charghat,24.2785,88.7518,4
Charikar,35.0131,69.1689,4
Charsada district,35.1455,65.0482,4
Chavin,-16.42,-71.531,4
Cherchell,36.6071,2.19679,4
Chiba,35.6072,140.106,4
Chibuk,10.8697,12.8486,4
Chibuto,-24.697,33.5449,4
Chichicastenango,14.9333,-91.117,4
Chiffa,36.4629,2.73873,4
Chilpancingo,17.5515,-99.501,4
Chiniot,31.7181,72.9811,4
Chintapalle,17.8679,82.3526,4
Chiri-Yurt,43.0872,45.7439,4
Chisnau,47.0269,28.8416,4
Chitral,35.8392,71.7801,4
Chtaura,33.8157,35.8533,4
Chupaca,-12.062,-75.288,4
Chupamarca,-13.037,-75.609,4
Churanchandpur,24.3461,93.6999,4
Cincinnati,39.1032,-84.512,4
Ciudad Bolivar,5.85071,-76.023,4
Cloughmills,54.9991,-6.3326,4
Coagh,54.6479,-6.6187,4
Coatepeque,14.7,-91.867,4
Coeur D'Alene,47.6778,-116.78,4
Colorado Springs,38.8598,-104.76,4
Comayagua,14.4542,-87.643,4
Conca,41.734,9.33455,4
Coronel,-37.03,-73.144,4
Cubara district,7.00056,-72.108,4
Curico,-34.986,-71.242,4
Dabori,33.7075,71.0022,4
Dahana-i-Ghuri,35.9006,68.4832,4
Dair,26.2865,50.6236,4
Dakar,14.7645,-17.366,4
Dakok,35.4698,44.3963,4
Dallas,32.7782,-96.795,4
Damagum,11.6775,11.3344,4
Damanhour,31.0426,30.4728,4
Damietta,31.4194,31.815,4
Dammam,26.475,50.0417,4
Dar Sad district,12.8908,44.9882,4
Darqad district,37.4986,69.5014,4
Darzab,35.9761,65.3808,4
Dattykh,43.0303,45.0997,4
Datu Paglas,6.7667,124.85,4
Davao,7.07564,125.605,4
Daveyton,-26.141,28.4275,4
David,8.42781,-82.431,4
Dawlat Shah,34.9493,70.0732,4
Day Mirdad district,34.2164,68.2952,4
Daychopan district,32.6309,66.7675,4
Del Gallego,13.9222,122.595,4
Delicias de Concepcion,13.5,-88.9,4
Denver,39.74,-104.99,4
Dereler,41.3977,35.8602,4
Dhalbhumgarh,22.5072,86.5565,4
Dharampur,23.4205,88.7481,4
Dhubri,26.02,89.9936,4
Dibrugarh,27.4777,94.9107,4
Diepkloof,-26.249,27.9441,4
Dih Bala district,34.0959,70.4706,4
Dijlah,34.3693,43.7643,4
Dille,10.7505,13.2152,4
Dinajpur,25.6264,88.6346,4
Djebahia,36.4764,3.75877,4
Doboj,44.7408,18.093,4
Dobsonville,-26.221,27.8639,4
Dogubayazit district,39.5471,44.0688,4
Dogubeyazit district,39.5631,44.0112,4
Doncello,1.68448,-75.287,4
Doron Baga,13.1156,13.8401,4
Dos Quebradas,4.83771,-75.668,4
Duduza,-26.371,28.4088,4
Dugit,31.5737,34.489,4
Dunmurry,54.5523,-6.0025,4
Dur Baba,34.0394,70.93,4
Dyakove,47.9494,39.14,4
East Godavari district,17.3413,82.0172,4
East Rand,-26.17,28.3455,4
Ein Hashlosha,31.3518,34.404,4
El Affroun,36.4675,2.62285,4
El Bordo,2.11667,-76.983,4
El Limon,14.0509,-88.995,4
El Paujil,1.57036,-75.327,4
El Playon,7.47291,-73.204,4
El Porvenir,16.85,-90.883,4
El Tambo,2.44995,-76.808,4
El Zapote,13.5487,-85.782,4
Elgoibar,43.2152,-2.4157,4
Emanuel,32.1619,35.1372,4
Emdeni,-26.239,27.8224,4
Eringeti,0.85173,29.6122,4
Eruh,37.7494,42.1792,4
Eruh district,37.7521,42.1818,4
Escalante,10.8412,123.499,4
Escuintla,14.2978,-90.787,4
Esikhawini,-28.868,31.9164,4
Fafahdun,2.2063,41.624,4
Famagusta,35.133,33.9346,4
Farshout,26.055,32.1617,4
Fateh Jang,33.5656,72.6434,4
Fayetteville,35.0545,-78.878,4
Fayoum,29.3078,30.84,4
Fiumorbu,42.0938,9.22318,4
Flagstaff,54.1358,-6.3246,4
Fortul district,6.79403,-71.769,4
Fray Bartolome de las Casas (Municipality ),15.824,-89.76,4
Freiburg,53.8239,9.2879,4
gagra,43.3091,40.2538,4
Gali (District),42.6154,41.7199,4
Gampaha,7.0928,79.9946,4
Gandara,5.93764,80.6133,4
Gangalur,18.7554,81.0286,4
Garmser,31.1325,64.2129,4
Garmsir district,31.1311,64.213,4
Garoowe,8.4,48.4833,4
garzon,2.19673,-75.629,4
Gashua,12.8732,11.0463,4
Geesthacht,53.4303,10.3741,4
Gekhi,43.1605,45.4687,4
General Santos City,6.11406,125.172,4
Gercus,37.5672,41.3856,4
Ghatshila,22.5873,86.4744,4
Ghotki,27.8598,69.5353,4
Gijon district,43.5453,-5.6619,4
Gitarama,-2.0801,29.7599,4
Glina,45.3383,16.091,4
Gnjilane,42.4604,21.4693,4
Gopalganj,23.0139,89.8294,4
Gostivar,41.8009,20.9142,4
Govindpalli,18.5788,82.282,4
Grabo,4.91648,-7.4951,4
Gramkan,27.0054,64.1141,4
Guachucal,0.9623,-77.732,4
Guaduas,5.0694,-74.598,4
Guaranda,8.46771,-74.536,4
Guatajiagua,13.6667,-88.208,4
Guayabetal,4.21557,-73.815,4
Gubat,12.9202,124.123,4
Gubden,42.5695,47.5688,4
Gudar,34.8952,71.7326,4
Guelta Zemmur,25.1416,-12.372,4
Guihulngan,10.1209,123.274,4
Guindulungan,11.5946,124.575,4
Gulak,10.8046,13.4598,4
Gwadar district,25.4077,64.2496,4
Gwoza district,11.1537,13.7283,4
Habeila district,12.6832,22.5632,4
Hailabandi district,24.5854,92.5891,4
Halle,51.4822,11.9658,4
Hamdaniyah district,36.312,43.5457,4
Harasta,33.5667,36.3667,4
Harawah,31.0515,17.2844,4
Haskah Menah,34.1169,70.4611,4
Hazaribagh district,23.9976,85.3593,4
Helsinki,60.1698,24.9382,4
Hendaye,43.3594,-1.7661,4
Hesarak,34.2788,69.8043,4
Hibhib,33.7822,44.5078,4
Hikkaduwa,6.13847,80.0995,4
Hotan,37.1056,79.9442,4
Hpa an,16.8864,97.6329,4
Hpakant district,25.6167,96.3166,4
Huamachuco,-7.8156,-78.049,4
Huaura district,-11.07,-77.599,4
Huayhuash,-10.392,-76.872,4
Ibadan,7.39639,3.91667,4
Ichubamba,-13.483,-72.317,4
Iferouane,19.0625,8.42,4
Ilorin,8.50051,4.55172,4
Imam Ways,33.6453,44.6419,4
Inchope,-19.209,33.936,4
Iquique,-20.217,-70.141,4
Iquitos,-3.7437,-73.252,4
Ismail Khel,33.2717,69.7786,4
Issers,36.724,3.67085,4
Itagui district,6.17215,-75.61,4
Itahari,26.6646,87.2718,4
Ituri,1.59577,29.4179,4
Izghe,12.1205,13.174,4
Jabal al-Arbain,35.8143,36.6142,4
Jablah,32.8234,44.4314,4
Jafarabad,28.4494,68.1944,4
Jahm,15.4414,44.9834,4
Jaleshwor,26.6335,85.8,4
Jamuria,23.7055,87.0766,4
Jere,10.1848,8.90108,4
Jessore district,23.0943,89.1706,4
Joateca,13.8927,-88.044,4
Joh I Rong (District),6.21041,101.821,4
Jorhat,26.756,94.2095,4
Jubah,33.9078,42.543,4
kabala,9.58441,-11.559,4
Kabang district,6.43747,101.003,4
Kafr Roummane,33.3894,35.5017,4
Kafr Tibnit,33.3533,35.5128,4
Kailali district,28.8314,80.8987,4
Kajran district,34.9073,67.1894,4
Kala Zal,37.0083,68.4447,4
Kalamansig,6.55354,124.052,4
Kalamazoo,42.292,-85.587,4
Kalkudah,7.91997,81.5577,4
Kalu Khan,34.2166,72.3,4
Kambia,9.12617,-12.918,4
Kambiron,24.7274,93.3732,4
Kamdesh,35.4099,71.3386,4
Kamjong,24.8565,94.5111,4
Kandh Kot,28.2416,69.1846,4
Kanju,34.8125,72.3513,4
Kanker,20.2719,81.4931,4
Kannur,11.8745,75.3704,4
Kanpur,26.4499,80.3319,4
Karabudakhkent,42.7086,47.5605,4
Karabudakhkentsky  (District),42.6923,47.5334,4
Karachayevsk,43.7748,41.9084,4
Karimganj,24.8699,92.35,4
Karimnagar,18.4386,79.1288,4
Karliova,39.2903,41.0058,4
Karlsruhe,49.0081,8.40376,4
Karukh,34.4911,62.6031,4
Kas,12.5085,24.285,4
Kasindi,0.05066,29.6876,4
Kass,12.3333,23.4167,4
Kassel,51.3189,9.49601,4
Katatura,-22.518,17.0597,4
Kathua,32.3717,75.5229,4
Katsina Ala,7.16667,9.28333,4
Kavala,40.9365,24.4095,4
Kawkareik,16.556,98.2389,4
Kayaga,7.11333,124.806,4
Kayts,9.69789,79.8605,4
Kazakh,41.0933,45.3661,4
Kedumim,32.2136,35.1574,4
Keonjhar district,21.6387,85.6069,4
Khagrachari district,23.1353,91.9471,4
Khairabad,34.7152,71.4789,4
Khanaqin district,34.2404,45.137,4
Khao Tum,6.60913,101.308,4
Kharbat Aziz,35.2789,43.9942,4
Khawaja Kainti,35.6845,64.2921,4
Khazana,34.8044,71.7934,4
Khunti,23.0753,85.2789,4
Kiblawan,6.61417,125.237,4
Kilkeel,54.0631,-6.007,4
Kinniya,8.49795,81.1841,4
Kishtwar district,33.3116,75.7662,4
Kodaikallar,7.48751,81.807,4
Kokkadichcholai,7.61227,81.709,4
Kolea,36.6391,2.76504,4
Konduga district,11.6485,13.4194,4
Konta,17.8103,81.3812,4
Kosi Kalan,27.7882,77.438,4
Kotki,34.9209,71.6239,4
Kozluk,38.1784,41.4953,4
Krasna Talivka,48.8578,39.8473,4
Krong Pinang ((District)),6.39063,101.23,4
Kuchchaveli,8.8245,81.0955,4
Kukawa,12.9229,13.5639,4
Kulbiyow,1.87665,44.2479,4
Kumalarang,7.75121,123.149,4
Kumbhariput,19.0214,83.28,4
Kunming,25.0377,102.722,4
Kurinbi,6.66665,72.9963,4
Kushtia district,23.9059,89.0549,4
Kuwayris,36.1834,37.5799,4
La Gateada,11.999,-84.78,4
La Penca,12.9381,-86.272,4
La Sirena,13.1577,-86.375,4
La Union district,4.53581,-76.107,4
Laag,11.0469,49.1893,4
Lakhimpur,27.2063,94.1519,4
Lakki Marwat district,32.6048,70.9128,4
Laksam,23.2382,91.1231,4
Lamontville,-29.941,30.9398,4
Langlaagte,-26.201,27.9869,4
Lantawan,6.59941,121.904,4
Larba,36.5652,3.15393,4
Laredo,-8.0918,-78.961,4
Las Delicias,12.9843,-86.963,4
Las Vegas,13.3732,-86.097,4
Lasana,33.7022,74.2186,4
lautoka,-17.624,177.453,4
Lebak,6.63335,124.067,4
Leeds,53.7996,-1.5491,4
Legata,36.7892,3.67722,4
Lemery,13.8837,120.916,4
Leninske,48.3758,37.9073,4
Les Cayes,18.2,-73.75,4
Limavady,55.0509,-6.9505,4
Limerick,52.6639,-8.6268,4
Linares,-35.847,-71.599,4
Lira,2.25808,32.8874,4
Liverpool,53.4108,-2.9778,4
Lohardaga,23.43,84.68,4
Loreto,8.18727,125.853,4
Loughgall,54.4111,-6.6001,4
Lourdes,13.7322,-89.374,4
Lucena,13.9311,121.618,4
Ludwigshafen,49.4807,8.44128,4
Lugo,43.0121,-7.5559,4
Lumio,42.5776,8.83288,4
Luntai district,41.7764,84.251,4
Lupon,6.89555,126.014,4
Luxor,25.6994,32.6444,4
Maaloula,33.8442,36.5467,4
Mabalacat City,15.2227,120.573,4
Mabar,14.795,44.2936,4
Macari,-14.771,-70.903,4
Maceo,6.55194,-74.787,4
Machh district,29.881,67.3378,4
Mae Lan,6.65794,101.239,4
Maftulah,34.7927,44.6666,4
Magpet,7.10011,125.117,4
Magsaysay,8.04574,123.943,4
Magude,-25.011,32.639,4
Maiduguri district,11.8263,13.1961,4
Maimbung,5.92851,121.028,4
Mainit,9.59512,125.456,4
Makhmour,35.7653,43.5902,4
Mamuzai,33.731,70.6805,4
Mandani,28.9129,68.0469,4
Mando Zayi,33.307,69.8729,4
Mandur,7.48287,81.765,4
Manogai,34.9893,70.9082,4
Mansoura,31.041,31.3772,4
Manu,23.9973,91.9906,4
Maqsha,26.2214,50.5162,4
Maradi,13.4917,7.09639,4
Maragusan,7.89402,126.034,4
Maramag,7.76277,125.004,4
Marchak,35.8103,63.1434,4
Mardyan district,37.0118,66.3488,4
Marivan,35.5219,46.1765,4
Marko,34.2519,70.807,4
Maruthanamadam,9.72972,80.0231,4
Marwar,30.058,67.4232,4
Marynsky district,47.928,37.3716,4
Mata Khan,33.2785,68.8717,4
Matamoros,25.869,-97.503,4
Matiranga,23.0408,91.8733,4
Matola,-25.924,32.4658,4
Mawali,36.3238,42.8371,4
Mayfaa,14.2875,47.5643,4
Mecca,21.4225,39.8262,4
Meftah,36.6167,3.21667,4
Mian Mandi,34.3637,71.3533,4
Mineralnye Vody,44.2167,43.1333,4
Mir Hasan,28.645,68.413,4
Mishada,33.5961,44.3931,4
Misliyeh,32.3861,35.2878,4
Mlang,6.94756,124.88,4
Mojokerto,-7.4722,112.434,4
Montelibano,7.98092,-75.419,4
Moqokori,4.0625,46.1342,4
Mouzaia,36.4667,2.68333,4
Mpumalanga,-29.817,30.6383,4
Muaskar,35.4002,0.13985,4
Muenster,51.9647,7.6285,4
Muitjiku,-17.911,19.9883,4
Mukashafah,34.3661,43.7454,4
Multiple unspecified locations,7.1756,100.614,4
Mumbasici,44.6231,18.9697,4
Murrat al-Numan,35.6481,36.6774,4
Mus,38.7368,41.4916,4
Musa Qala,32.3639,64.7814,4
Muse,23.9804,97.9043,4
Mussa,10.7228,13.0736,4
Mutura,-1.5996,29.3817,4
Muzaffargarh,30.0701,71.1887,4
nagoya,35.1814,136.906,4
Nambol,24.7131,93.8384,4
Naples,40.8401,14.2516,4
Nasir,35.3667,44.1333,4
Naurang,32.8227,70.7808,4
Naw Bahar district,32.1919,67.1894,4
Nawabad,33.3958,68.3383,4
Nawada,24.8867,85.5425,4
Nawai,27.7986,30.7728,4
Nedunkerni,9.05903,80.6593,4
Nelliady,9.80427,80.1654,4
Nesterovskaya,43.24,45.0554,4
Netiv Haasara,31.5727,34.5395,4
Neveh Dekalim,31.3567,34.275,4
Newtownards,54.595,-5.7031,4
Novoaydar,48.9731,39.0031,4
Ntuzuma,-29.74,30.9483,4
Nuseirat,31.4517,34.3941,4
Nuttal,28.7501,68.076,4
Ocros,-10.403,-77.397,4
Oddusudan,9.1519,80.6493,4
Ofakim,31.2999,34.6227,4
Okene,7.55,6.23333,4
Oktyabrskoye,42.95,44.8162,4
Orito district,0.66643,-76.872,4
Ortega,3.93667,-75.221,4
Oru,8.63895,-72.918,4
Osh,39.8407,72.8988,4
Ota,35.5613,139.716,4
Oued Djer,36.4258,2.56167,4
Ouzra,36.2542,2.84722,4
Overland Park,38.9849,-94.672,4
Pa-an,16.8836,97.6428,4
Pachchanur,8.41003,81.2674,4
Pachir Wa Agam,34.2,70.2833,4
Paddock,-30.739,30.2819,4
Padua,45.4095,11.8766,4
Paghman district,34.5911,68.9569,4
Paidu Pulangi,7.01817,124.563,4
Pampa Cangallo,-13.557,-74.196,4
Panbari,26.982,93.8833,4
Panchthar district,27.2036,87.8157,4
Paphos,34.772,32.4297,4
Parsa district,27.1621,84.8648,4
Pasaband district,33.6886,64.8648,4
Pashtun Kot,35.9051,64.818,4
Pavlopil,47.2361,37.7759,4
Paz de Ariporo,5.88054,-71.892,4
Pelaya,8.69053,-73.663,4
Pelaya district,8.69053,-73.663,4
Pematang Siantar,2.96,99.06,4
Phagwara,31.224,75.7708,4
Pianottoli-Caldarello,41.4919,9.05505,4
Pidie,5.38056,95.9547,4
Pindyali,34.5678,71.4802,4
Pirkoh,29.1414,69.0921,4
Pisco,-13.71,-76.203,4
Podgorica,42.4426,19.2686,4
Pokrovskoye,43.3459,46.6622,4
Ponte Gardena,46.6007,11.533,4
Pore,5.72939,-71.995,4
Portland,45.5118,-122.68,4
Potosi,-19.572,-65.755,4
Potsdam,52.3969,13.0585,4
Prizren,42.2137,20.7461,4
Pucallpa,-8.3809,-74.531,4
Pucara District,-15.042,-70.368,4
Pucayacu,-8.7522,-76.122,4
Puerto Bolivar,12.2408,-71.962,4
Puli Alam district,34.0066,69.0073,4
Puli Khumri district,35.95,68.7,4
Puttur,9.74506,80.1058,4
Qalay-i-Zal district,37,68.4167,4
Qaramqol district,36.8473,65.0822,4
Qaysar,35.6921,64.2957,4
Qoryoley district,1.79,44.53,4
Qubah,36.412,43.0425,4
Qubbah,26.4253,36.5236,4
Quelluani,-16.05,-68.483,4
Quinchia,5.33755,-75.729,4
Qurnah,31.0158,47.4306,4
Raanana,32.1867,34.8728,4
Raghistan district,37.6699,70.5584,4
Raghzai,32.3092,70.2547,4
Raipur,21.2514,81.6296,4
Rajapalayam,9.45152,77.5544,4
Ramgarh,23.6283,85.5211,4
Rampur,25.4728,82.5705,4
Rasulpur,28.0954,74.985,4
Rathcoole,54.6634,-5.9175,4
Redding,40.5875,-122.39,4
Reggio nell Emilia,44.6962,10.6278,4
Relizane,35.7333,0.55,4
Rio Piedras,18.4028,-66.05,4
Rio San Juan,10.9124,-83.909,4
Rio Sucio,5.4206,-75.703,4
Riosucio,7.44053,-77.119,4
Riyadh district,35.2444,43.8931,4
Riyom district,9.58421,8.71371,4
Rockford,42.2718,-89.095,4
Rolpa district,28.3834,82.6483,4
Roodepoort,-26.16,27.8728,4
Rourkela,22.2604,84.8536,4
Rupnagar district,30.9661,76.5232,4
Saarlouis,49.3157,6.75035,4
Sabarang,6.87081,101.25,4
Safay,27.895,30.8031,4
Safra,34.3247,44.7267,4
Sai Buri ((District)),6.71796,101.593,4
Saiburi district,6.65012,101.553,4
Sakhakot,34.4568,71.9103,4
Samalout,28.3,30.7,4
Samana,30.1554,76.1958,4
Samaniego,1.33823,-77.593,4
Samba,32.553,75.1108,4
San Andres de Sotavento,9.14513,-75.509,4
San Antonio de Getucha,1.10091,-75.401,4
San Felipe,10.3407,-68.737,4
San Jose de Secce,-12.579,-74.229,4
San Marcos district,-9.5233,-77.156,4
San Mariano,16.9833,122.017,4
San Martin de Pangoa,-11.432,-74.485,4
San Mateo,6.40188,-72.556,4
San Miguelito,11.4026,-84.9,4
San Rafael Obrajuelo,13.5024,-88.923,4
San Rafael Oriente,13.3833,-88.35,4
Sanchez Mira,18.5616,121.232,4
Sangam,33.8275,75.0721,4
Sanjawi,30.2821,68.3493,4
Santo Nino,13.4687,123.277,4
Saray,38.6535,44.1694,4
Sardinata,8.0827,-72.8,4
Sariaya,13.9629,121.527,4
Sarodag,24.5743,83.6401,4
Satipo,-11.254,-74.637,4
Sayid Karam district,33.6926,69.3769,4
Sensuntepeque,13.8746,-88.628,4
Serai Naurang,32.8211,70.7792,4
Serif Omar,13.4715,23.3074,4
Seruwawila,8.37081,81.3193,4
Serzhen-Yurt,43.1058,45.9891,4
Shabunda,-2.6943,27.344,4
Shaffa,10.5092,12.3296,4
Shah Alam,32.2125,70.4604,4
Shah Joy district,32.5037,67.4755,4
Shahjoy,32.5192,67.4165,4
Shahpur,19.4559,73.3296,4
Shahrag,30.1929,67.7081,4
Shahu Khel,33.5886,71.1225,4
Shakh,35.5736,64.1125,4
Shakhtarsk,48.0602,38.4329,4
Shalinsky (District),43.1412,46.0811,4
Shalozan,33.9162,69.9199,4
Shamulzayi district,31.9086,67.6461,4
Shani,10.2226,12.0517,4
Sharpeville,-26.687,27.871,4
Shaygal district,35.1181,71.2281,4
Sheikh Hilal,35.2497,37.5039,4
Shelkovskoy (District),43.6295,46.2024,4
Shenzen,22.5431,114.058,4
Sherpur,25.5698,83.7947,4
Shinwari district,35.0392,69.0063,4
Shirzad district,34.2449,70.0016,4
Shkoder,42.0675,19.5131,4
Shlomi,33.0733,35.1476,4
Sidi Abdelaziz,36.8547,6.0527,4
Sidi Bakhti,35.3397,3.52694,4
Sidi Chaib,34.5935,-0.5466,4
Sidi Daoud,36.8558,3.85667,4
Sido,8.22626,18.7245,4
Siem Reap province,13.3446,103.847,4
Sig,35.5283,-0.1937,4
Silvania,4.40464,-74.386,4
Sin el Fil,33.8729,35.5357,4
Sinai,30.6085,33.6176,4
Sindij,32.8404,44.2337,4
Sion Mills,54.7881,-7.473,4
Sirba,13.7993,22.5333,4
Sistani,31.4903,64.0563,4
Skaikhan,33.9079,71.4745,4
Smolensk,54.7833,32.05,4
Soacha,4.5823,-74.219,4
Solhan,38.9714,41.0547,4
Solola,14.7731,-91.183,4
Sonagazi,22.8497,91.3938,4
Sori,32.1919,67.1894,4
Souk El Had,35.7492,1.54778,4
Sousse,35.833,10.6388,4
Soutpansberg,-23.001,29.7687,4
Soyo,-6.1336,12.3668,4
Sri Ganganagar,29.9285,73.8714,4
Sukhirin,5.95323,101.695,4
Suleja,9.18053,7.17934,4
Sumapaz,3.86667,-74.417,4
Suntah,11.132,25.9499,4
Surkhakhi,43.2284,44.8335,4
Surkhet district,28.5169,81.7783,4
Surobi,34.5894,69.76,4
Suwayda,32.7063,36.5661,4
Tabuk,17.4117,121.438,4
Tacloban,11.2443,125.005,4
Taguig,14.5156,121.052,4
Tal,23.9801,84.496,4
Talipao,5.97514,121.115,4
Tall Abyad,36.697,38.9487,4
Taluban,6.69074,101.633,4
Tamenglong,24.9845,93.5035,4
Tangalle,6.0221,80.7998,4
Tapaz,11.2615,122.537,4
Tapoyo,6.45391,101.673,4
Tariq Ibn-Ziyad,35.9936,2.14556,4
Tarragona,41.1187,1.24533,4
Tasp,26.9938,64.0588,4
Tekoa,31.6525,35.2275,4
Tha Sap,6.53172,101.247,4
Thepa district,6.79963,100.918,4
Thondamanaru,9.81251,80.1314,4
Timezrit,36.8,4.26667,4
Tingginambut,-3.7216,138.061,4
Tizi Ghenif,36.5875,3.77907,4
Tocache district,-8.1889,-76.511,4
Tocto,-12.843,-74.472,4
Tomslake,55.5554,-120.08,4
Tonenke,48.1409,37.639,4
Topchanchi,23.9053,86.1933,4
Toronto,43.6667,-79.417,4
Travnik,44.2267,17.6706,4
Troitskaya,43.3059,44.9874,4
Tulsipur,28.1273,82.2951,4
Tulum,20.2119,-87.466,4
Tunja,5.53813,-73.362,4
Tupi,6.33477,124.953,4
Tuzla,44.5428,18.6694,4
Tverskoy,55.7719,37.5973,4
Ughelli,5.5,5.98333,4
Ulcumayo,-10.968,-75.879,4
Ulm,48.3996,9.99661,4
Umrangso,25.5119,92.7383,4
Ungkaya Pukan,6.55044,122.106,4
uramita,6.89852,-76.173,4
uri,34.0881,74.034,4
Usaylan district,15.414,45.9505,4
Usur,18.4845,80.7526,4
Utmanzai,34.1976,71.7679,4
Uyo,5.03802,7.91242,4
Vakarai,8.13691,81.4341,4
Valladolid,14.1549,-88.735,4
Vedensky (District),42.9329,46.2566,4
Vegachi,6.77467,-74.8,4
Villa Rica,-10.737,-75.272,4
Villa Victoria,13.95,-88.633,4
Viqueque,-8.8552,126.364,4
Viransehir,37.2347,39.7607,4
Visakhapatnam,17.6966,83.2448,4
Volklingen,49.2501,6.8603,4
Vuhlehirsk,48.4674,38.2074,4
Waghaz,33.42,68.294,4
Waghaz district,33.42,68.294,4
Wala,11.1813,13.7535,4
Wan Ela,8.36637,81.0722,4
Washir district,32.249,63.8583,4
Waza,33.366,69.4382,4
Waz-i-Jadran,33.366,69.4382,4
Wazirabad,32.4386,74.117,4
Wellawaya,6.73201,81.1021,4
Westville,-29.83,30.9245,4
Wucha Bibi,32.9667,69.5667,4
Yabrud,33.9667,36.6667,4
Yana,11.4057,10.0136,4
Yandare,43.2692,44.9086,4
Yarim,14.2977,44.3806,4
Yaripora,33.724,75.0179,4
Yatta,31.4443,35.0902,4
Yenakiieve,48.2167,38.1999,4
Yi Ngo,6.38529,101.701,4
Yopal,5.33996,-72.402,4
Yumbis,-0.1875,40.382,4
Yupo,6.58906,101.264,4
Zahle,33.8458,35.888,4
Zahle district,33.8333,36,4
Zakha khel,34.0667,71.194,4
Zana Khan district,33.6392,68.7633,4
Zekri,36.78,4.59167,4
Ziruk district,33.1581,69.3128,4
Aaichiye,33.4089,35.5564,3
Abadam,13.6167,13.2642,3
Abakaliki,6.33276,8.09984,3
Abara,33.875,45.1309,3
Abbarah,33.8142,44.6577,3
Abeibara,19.1101,1.74985,3
Abisinia,14.1529,-85.073,3
Abobo,5.4193,-4.0216,3
Abonema,4.72309,6.77895,3
Abu Kabir,30.7255,31.6699,3
Abu Najim,30.5759,15.4036,3
Abu Tawilah,31.2127,34.1478,3
Aceh Besar Regency,4.70783,96.7328,3
Achabal,33.6834,75.2196,3
Achini Bala,33.9586,71.4641,3
Acobamba,-12.842,-74.571,3
Acos Vinchos,-13.112,-74.099,3
Adado,6.13624,46.6262,3
Adezai,33.7886,71.5754,3
Adiyaman,37.7645,38.2768,3
Afgoye district,2.1929,45.1197,3
Agra,27.2206,77.9505,3
Aguas Calientes,13.8803,-86.168,3
Ahmad Khel,33.8333,69.65,3
Ahmadgarh,30.678,75.827,3
Ahmed Wal,29.3938,65.9423,3
