city,latitude,longitude,number of attacks
Doha,25.262051,51.594317,3
Dohama Hisa,34.834875,69.87516,1
Dohni,24.632919,76.788326,1
Doi Larng,20.153044,99.25837,1
Dojamah,33.977519,44.413457,1
Dok Kham Tai,19.148558,99.963274,1
Doka,12.091664,6.681905,1
Dokada,34.637438,72.415441,1
Dokan,35.928637,44.964221,3
Dokasaram,25.901638,90.776556,1
Doki,23.938979,84.425145,1
Dokki,30.041384,31.202875,1
Dokmoka,26.208185,93.050267,1
Dokuchayivsk,47.747214,37.6786,1
Dola,13.318056,24.901111,1
Dolab,33.894962,42.637445,1
Dolaithabi,25.006355,94.02804,1
Doldoli,26.232199,93.975616,1
Dole,5.883677,14.549922,1
Dolev,31.927334,35.133899,1
Dolgani,23.997747,83.437675,1
Dolgenbrodt,52.243618,13.7677,1
Dolo,4.180091,42.056609,2
Dolores,3.538611,-74.896111,9
Dolovo,42.566719,20.561024,1
Dolpa district,29.053853,83.079087,1
Dolunay,38.318819,40.680463,1
Dolzhansky,47.857703,39.757578,5
Doma,16.0728,97.7417,1
Domail,33.015007,70.748631,2
Domba,25.096074,85.313119,1
Dombara,15.074595,-3.25133,1
Dombe,-19.974932,33.397701,1
Dombe Grande,-12.94998,13.098001,1
Domgaon,26.588159,90.472791,1
Dominga,7.237529,125.482616,1
Domiz,35.389358,44.378029,2
Domodedovo,55.433333,37.75,1
Don Matias,6.48635,-75.39466,1
Don Mueang,13.727896,100.524124,1
Don Rak,6.8525,101.206944,3
Don Victoriano Chiongbian,8.258316,123.60576,2
Dona Carmen,8.340557,126.186992,1
Dona Remedios Trinidad,14.975632,121.068392,1
Donaghadee,54.64058,-5.534846,1
Donaghcloney,54.41996,-6.260324,1
Donaghmore,54.530715,-6.811011,2
Donahi,34.75,71.083333,1
Doncello,1.68448,-75.28659,4
Doncello district,1.68448,-75.28659,1
Dondo,-19.611445,34.740903,26
Dondo District,-19.611445,34.740903,1
Donetsk,48.016568,37.797675,178
Donetsk district,48.015718,37.802932,1
Donetskyi,48.69758,38.676981,5
Dong Qala,35.857513,64.538846,1
Donga,7.722279,10.052053,1
Dongal,34.910931,71.127398,1
Donghuang,23.135618,113.301859,1
Donje Ljupce,42.796678,21.155196,1
Donje Prekaze,42.7491667,20.8202778,1
Donji Crnobreg,42.580555,20.860463,1
Donji Livoc,42.429384,21.454225,1
Donji Vakuf,44.1436111,17.4,1
Donkarayi,17.929636,81.799206,1
Donnybrook,-29.93178,29.87823,6
Donostia-San Sebastian,43.320812,-1.984447,113
Dooab,31.547778,65.454167,2
Doom Dooma,27.568432,95.557388,5
Door,7.181962,32.356095,1
Dooru,34.045268,74.732975,1
Dorahi,31.613546,64.421183,1
Doramba,27.519453,85.938401,1
Dorayi,12.779693,6.782386,1
Dore,36.905833,44.138611,2
Dorki,27.374722,68.097222,1
Dormagen,51.093044,6.842132,1
Dornapal,18.154986,81.50867,3
Doro,16.1603,0.86101,1
Dorogomilovo,55.733086,37.515779,1
Doroluman,7.339388,125.1106,1
Doroma,4.718282,27.683022,2
Doron Baga,13.115595,13.840057,4
Dorowa,8.9,11.366667,1
Dorozhnye,48.425534,37.216681,1
Dortagac,38.446305,42.164555,1
Dortmund,51.512054,7.463573,8
Dortyol,36.843274,36.221921,1
Doru,33.57313,75.223231,1
Doruma,4.718282,27.683022,2
Dorzu,30.620258,64.428517,1
Dos de Mayo district,-9.590017,-76.502574,1
Dos Palmas,9.915267,118.877188,1
Dos Quebradas,4.837712,-75.66807,4
Dosali,32.81304,69.969922,1
Dosaraka,34.229213,70.193208,1
Doti district,29.200598,80.89865,1
Dotma,26.483884,90.165443,1
Douadouda,36.6725,2.78944,2
Douala,4.05,9.7,1
Douar Ain Soltane,35.23667,0.33083,1
Douar Aziz,36.502222,1.615834,1
Douar Ben Salah,35.26936,0.11294,1
Douar Zemala,36.27845,1.10685,1
Doubel,10.822222,14.477778,1
Doubeli,9.203496,12.49539,1
DouÄra,36.67,2.94444,2
Douekire,16.573373,-3.373289,1
Dougubeyazit district,39.563584,44.006302,1
Doulo,11.106175,14.173755,1
Douma,33.572361,36.40202,3
Doun Leb village,11.148761,105.829697,1
Dounapen,14.489789,-4.184756,1
Dour,50.39633,3.781435,2
Dover,39.158035,-75.524734,1
Dovev,33.050529,35.408516,1
Dowara Mashara,11.70896,11.06997,1
Downpatrick,54.328629,-5.716669,6
Dowr,34.457193,43.799264,10
Doyangmukh,25.825504,92.89975,1
Dozan,29.939959,67.187529,1
Draa Ben Khedda,36.733333,3.966667,6
Draa El Mizan,36.535577,3.834176,9
Draa el Temar,36.00607,2.80808,2
Draa Errich,36.858889,7.515556,1
Draa Esmar,36.27396,2.718093,1
Draban,31.836368,70.88607,1
Dragas,42.061418,20.653185,3
Dragash,42.059167,20.651159,1
Draguignan,43.537727,6.464993,2
Draperstown,54.793835,-6.784943,1
Drapetsona,37.950139,23.624058,1
Drarat,36.767885,3.712324,1
Drean,36.683439,7.750046,1
Dresden,51.050991,13.733633,6
Dreux,48.736134,1.370889,1
Dringarh,29.90265,66.753111,2
Drmbon,40.210278,46.809167,1
Drogheda,53.716772,-6.354354,5
Dromore,54.41653,-6.148866,1
Drosh,35.560714,71.797266,1
Drosia,38.119756,23.86613,1
Drousha,33.400277,36.129999,1
Drugmulla,34.486891,74.286754,1
Drum,54.103659,-7.142446,1
Drumaness,54.371716,-5.855803,1
Drumcree,54.433004,-6.457249,1
Drumkeern,54.17048,-8.14269,1
Drumquin,54.615991,-7.489814,1
Drumsallen,54.376028,-6.759964,1
Drushkhela,34.995913,72.456204,1
Drusu,34.332536,74.381473,1
Druzhba,42.973,46.882,1
Du,9.798384,8.939695,1
Du Dana Gholam Ali Khan,35.140411,61.711523,1
Du Layna,34.531703,64.628873,1
Du Layna district,34.520927,65.253059,6
Du Qalah,32.144217,61.448489,1
Dualing,7.15167,124.56833,3
Duarmara,27.491516,95.730806,1
Dub,32.850044,74.654682,1
Dubai,25.250795,55.358096,3
Dubaiguda,21.278657,81.866144,1
Dubie,-8.56,28.540278,1
Dubinan East,16.714983,121.553715,1
Dubli,31.200657,74.787832,1
Dublin,53.344104,-6.267494,22
Dubo El Omda,13.704467,24.714134,1
Dubossary,47.266372,29.156869,2
Dubovskaya,43.6294503,46.2024384,1
Dubrovnik,42.6505556,18.0913889,1
Duchi,43.170022,46.488921,1
Ducuali,13.41367,-86.398163,1
Dudhania,24.002451,86.283144,1
Dudhapani,23.961479,87.229486,1
Dudhiras,18.646597,81.543134,1
Dudhiyatadi,24.770358,86.851277,1
Dudhnial,34.706816,74.111623,1
Dudhnoi,25.983635,90.782949,2
Dudu,32.870735,75.517479,1
Duduza,-26.371483,28.408806,4
Duekoue,6.732651,-7.349203,1
Duekpe,6.732771,-7.349604,1
Dufair,15.176541,44.081017,3
Dufas,13.683741,46.081752,1
Dugaiguda,18.604046,80.742672,1
Dugit,31.573713,34.489043,4
Dugri,30.565059,76.00002,1
Duguengen,6.924295,124.512522,1
Dugulubgei,43.657106,43.531557,1
Duhab district,35.51078,71.00575,1
Duhok,36.866667,43,8
Duisburg,51.435146,6.762691,6
Duitama,5.82696,-73.03441,1
Dujail,33.85,44.233333,68
Dujail district,33.837445,44.250608,3
Dujaila district,32.466667,46.133333,1
Duk,7.75075,31.397142,2
Duk Padiet,7.749711,31.393937,1
Dukalam,35.304444,71.547222,3
Dukana,3.997089,37.272716,1
Dukhlah,33.70455,44.44868,1
Duki,30.152992,68.572088,3
Dukin,32.512064,62.133363,1
Dukki,28.4611,70.2139,2
Dukku,10.822963,10.773285,2
Duko,6.425461,101.825314,1
Dulangan,7.146435,124.282297,1
Dulapani,28.048333,84.237222,1
Dulaym,33.978611,44.936944,1
Dulce Nombre de Maria,14.15695,-89.011475,21
Duleena,28.543513,76.714565,1
Dulegauda,28.077048,84.085439,1
Dulewal,31.007887,76.214596,1
Dulga,13.076674,24.88887,1
Duliajan,27.35766,95.32143,1
Dulikhel,27.62545,85.556691,1
Dulje,42.580555,20.860463,3
Duluiyah,34.059142,44.215872,10
Dum,9.504524,8.704164,1
Duma,33.571908,36.40246,6
Dumagmang,14.119686,122.625722,1
Dumagoc,7.816051,123.430542,1
Dumaguete,9.307278,123.308201,3
Dumalian,7.7575,123.249444,1
Dumangas,6.191554,124.793732,1
Dumarao,11.263605,122.688646,3
Dumaria,24.442973,84.394202,3
Dumariyan,25.630775,84.725679,1
Dumayr,33.641451,36.691966,1
Dumdia,23.132135,89.135306,1
Dumduma,27.566417,95.555165,1
Dumingag,8.156152,123.34587,1
Dumka,24.316127,87.261257,2
Dumka district,24.316127,87.261257,1
Dumlan,7.427053,125.882317,1
Dummar,33.531389,36.243333,1
Dummegudem,17.850658,80.885914,1
Dumraha,26.639747,87.140137,1
Dumyat,31.417539,31.814443,1
Dunai Bazaar,28.932032,82.900035,2
Dunbulwa,11.640027,11.335048,1
Dunda,-11.831258,15.199378,1
Dundalk,53.999977,-6.403739,5
Dundee,-28.162586,30.233615,1
Dundo,-7.365016,20.815942,1
Dundonald,54.595455,-5.797763,3
Dundrum,54.258585,-5.84266,2
Dungannon,54.502852,-6.769568,15
Dungiven,54.929411,-6.917567,1
Dungiwatcha,34.312414,74.345243,1
Dungu,3.607113,28.562289,13
Dungu district,3.616733,28.566558,1
Dunguan,6.94972,124.86083,2
Dunlavin,53.057877,-6.701639,1
Dunleer,53.829912,-6.394849,2
Dunmurry,54.552319,-6.00253,4
Dunnamanagh,54.874447,-7.312371,1
Dunukofia district,6.222778,6.936667,1
Duqi district,30.04442,31.235712,1
Dur al-Sharikah,35.428695,44.082366,1
Dur Baba,34.039444,70.93,4
Dur Baba district,34.039444,70.93,2
Dura Al-Qara,31.958519,35.225893,1
Dura Mandali,33.747748,45.552328,1
Durai Junction,30.996068,65.475736,1
Durango,43.169068,-2.632655,13
Duray,3.401667,43.191944,1
Durayhami,14.636647,43.057395,1
Duraz,26.216667,50.466667,1
Durban,-29.858343,31.021827,91
Durduma,11.648864,24.904221,1
Duren,50.799859,6.486992,9
Durg,21.19,81.28,1
Durgapur,23.520444,87.311923,3
Durgu Kondal,20.21793,80.940818,1
Durin,35.671111,36.136667,1
Durmunah,33.778175,76.576171,1
Durna,35.410478,71.339177,1
Durnamah,35.065833,69.4975,1
Durrani,33.670278,70.317222,1
Durres,41.3230556,19.4413889,1
Durunkah,27.1386111,31.1752778,1
Dury,49.846226,2.268329,1
Dusang,32.949887,65.602219,1
Dushanbe,38.536667,68.78,110
Dushi district,35.613952,68.678922,10
"Dusit District, Bangkok",13.776944,100.520556,1
Dusong Majae,6.205811,101.55891,1
Dusong Payae,6.828057,101.3885,1
Dusongyo,6.142207,101.650475,1
Dusseldorf,51.213924,6.780691,11
Dusura,18.545865,82.882905,1
Dutu Wewa,8.767222,80.91,1
Duwa,30.953911,47.51038,1
Duwailiya,33.75,44.633333,2
Duzan,29.227476,67.667215,1
Duzici district,37.291534,36.481899,1
Dvani,42.157447,43.87569,1
Dvor na Uni,45.068938,16.375895,1
Dwah Manday,33.281667,69.585,1
Dwah Mande,33.469444,69.620278,1
Dwahmande,33.279501,69.598588,8
Dwengu,-30.041408,30.560767,1
Dwimaguri,26.200604,92.937574,1
Dyakove,47.949444,39.14,4
Dyshne-Vedeno,42.9328557,46.256568,3
Dyurtyuli,55.4805,54.8715,1
Dzaba,11,13.833333,1
Dzagula,9.361746,12.55149,1
Dzerzhinsky,55.633333,37.85,1
Dzerzhynsk,48.399978,37.833378,3
Dzhaglarbi,43.124254,46.158573,1
Dzhalka,43.3149278,46.228384,3
Ealing,51.513351,-0.304214,1
East Aceh Regency,4.527142,97.607574,9
East Basak,7.999676,124.299806,1
East Berlin,52.516667,13.4,6
East Champaran district,26.430833,85.140561,3
East Garo Hills,25.565976,90.527728,1
East Garo Hills district,25.755953,90.677305,13
East Godavari district,17.34134,82.017161,4
East Lansing,42.731684,-84.477764,2
East London,-32.985771,27.866086,13
East Rand,-26.16972,28.345544,4
East Singbhum district,22.486676,86.499655,1
East Singhbhum district,22.486676,86.499655,6
Eastern Ghouta,33.591352,36.441051,1
Eastleigh,-1.270875,36.849068,2
Ebeleben,51.284602,10.735474,1
Eberswalde-Finow,52.83393,13.811756,1
Ebrahihim Khel,33.981239,68.86689,1
Ebrahim Khel,33.530116,69.133082,1
Ebrahimkhel,33.217505,68.357098,1
Ecatepec,19.602523,-99.051421,1
Echague,16.670038,121.71723,1
Echarate district,-12.08299,-72.92067,2
Echell,16.780184,-3.006859,1
Ecuador,6.28332,-75.7667,1
Ecully,45.774657,4.77867,1
Ed Dueim,13.989451,32.304631,1
Eden,6.987731,125.271909,3
Edenbari,25.56482,90.248945,1
Edendale,-29.648723,30.294272,2
Ederny,54.53222,-7.657627,1
Edfu,24.976313,32.876366,3
Edgemont,33.890884,-117.26173,1
Edheim,34.240012,44.503003,1
Edirne,41.677005,26.555654,1
Edmonds,47.810945,-122.37707,1
Edmonton,53.543564,-113.49045,6
Edremit,38.422858,43.242292,1
Edremit district,38.420904,43.249189,1
Eenhana,-17.483762,16.329004,1
Eerste River,-33.998495,18.738585,1
Efeche-Aiona,7.362729,9.106825,1
Efeche-Idobe,7.031136,7.777072,1
Effurun,5.562259,5.780003,1
Efok,12.407454,-16.519968,1
Efrat,31.653707,35.149941,1
Egba,7.905833,7.854722,1
Egbeda,6.591574,3.291062,1
Egerton,-0.369713,35.93585,1
Egirmec,38.831606,41.322148,1
Eglinton,55.026391,-7.180483,1
Eglish,54.450971,-6.79434,1
Egume,7.495835,7.204161,1
Egwa,5.558283,5.489602,1
Ehor,6.61451,5.985902,1
Eibar,43.18418,-2.473289,9
Eidgah,37.122858,69.158119,1
Eilat,29.558113,34.952186,13
Ein al-Beda,33.323525,36.217639,1
Ein Beit al-Ma,32.231616,35.249589,1
Ein el-Hilweh,33.543099,35.378686,1
Ein Gedi,31.451986,35.384288,1
Ein HaBesor,31.280895,34.443446,1
Ein Hashlosha,31.351818,34.404043,4
Ein Kinya,31.92605,35.146698,1
Ein Samiya,31.98845,35.335755,1
Ein Yabrud,31.953324,35.249867,1
Einabus,32.146027,35.242875,1
Einav,32.28442,35.125972,3
Einil-Jahash,36.039021,43.08482,1
Eisenhuttenstadt,52.144796,14.669583,2
Eisenstadt,47.84637,16.52796,1
Eizariya,31.769638,35.27191,1
Ejea de los Caballeros,42.129208,-1.137434,1
Ejersa Dera,8.985533,38.786446,1
Ejin Horo,39.564696,109.747881,1
Ejuma,8.005087,7.699966,1
Ekakpamre,5.495427,5.911085,1
Ekara,25.751832,85.25626,1
Ekazhevo,43.2,44.816667,2
Eker,26.143897,50.602507,5
Ekermor,5.055556,5.78,1
Eket,4.649885,7.933103,5
Ekinozu,38.059832,37.188274,2
Ekka Ghund,34.244107,71.497025,6
Ektal,22.238019,86.801633,1
Eku,5.77622,6.10222,1
Ekulama,4.573056,6.745556,1
Ekuvukeni,-28.465937,30.156491,1
El Aaiun,27.153611,-13.203333,1
El Adde,2.925025,45.903969,2
El Affroun,36.46748,2.622849,4
El Afroun,36.465361,2.636029,1
El Aioun,36.12744,1.8684,1
El Ali,4.19498,44.98853,1
El Alia,36.865589,6.928954,1
El Almendro,11.676334,-84.702872,3
El Alto,-16.501004,-68.213926,14
El Ancer,36.79885,6.15721,5
El Anzuelo,4.30499,-72.073603,1
El Aouana,36.77513,5.59993,6
El Aparejo,12.12018,-84.442863,3
El Arenal,13.1307067,-85.971684,1
El Arish,31.132001,33.803278,6
El Arroyo,14.75,-89.883333,1
El Aserrio,8.609472,-73.225545,1
El Astillero,43.401586,-3.818161,1
El Atatfa,36.165593,1.339503,1
El Atmor,11.036333,30.249001,1
El Ayo,11.245556,48.8925,1
El Ayote,12.495322,-84.818677,1
El Azouania,35.403101,1.134674,1
el bagre,7.594178,-74.811951,15
El Bagre district,7.594178,-74.811951,2
El Balsamo,12.836184,-85.934374,1
El Banco,8.99733,-73.97286,1
El Barrancon,14,-88.1,2
El Bayadh,33.680278,1.020278,1
El Bejuco,8.59674,-73.22737,1
El Beque,9.310406,-75.451347,1
El Berron,43.385031,-5.702966,1
El Biar,36.769069,3.029683,1
El Birch,31.910337,35.216577,1
El Boqueron,4.769802,-73.922021,2
El Bordj,35.515985,0.304656,1
El Bordo,2.116667,-76.983333,4
El Bosque,12.614081,-86.752249,2
El Bote,13.265879,-85.516089,1
El Bur,4.683684,46.619368,6
El Cabo,12.194633,-72.14604,1
El Cacao,12.8633442,-87.227825,1
El Cairo district,4.76142,-76.221947,1
El Calvario,4.351697,-73.713362,2
El Capitan,8.583328,-77.333295,1
El Capricho,2.35305,-72.83189,1
El Capulin,13.28444,-88.12639,1
El Carbonal,13.7333333,-87.933333,1
El Caribe,16.477743,-90.456422,1
El Carmen,8.511375,-73.446796,9
El Carmen de Atrato,5.981594,-76.360207,1
El Carmen de Bolivar,9.71809,-75.12097,2
El Carmen del Darien,7.038966,-76.961927,1
El Carmen district,8.511375,-73.446796,3
El Carrizal,14.176874,-88.920431,6
El Castano,13.72528,-89.74639,1
El Castillo,11.01844,-84.39811,9
El Castillo district,3.56375,-73.79515,3
El Cedro,8.93334,-75.74996,1
El Cerrejon,11.033333,-72.65,2
El Cerrito,3.68415,-76.31235,3
El Cerrito district,3.68415,-76.31235,1
El Chamorro,12.8665,-84.928413,1
El Chaparral,12.28587,-86.88405,1
El Chapernal,13.270556,-86.254444,1
El Charco district,2.47611,-78.1169,1
El Chilamate,11.999035,-84.779857,1
El Chimbo,14.132796,-87.122389,1
El Choco,7.7833,-73.73329,1
El Chorro,14.75,-90.266667,1
El Cobre,8.59946,-73.3722,2
El Cocuy,6.407778,-72.444444,1
El Colegio,2.989959,-75.294683,1
El Colorado,-5.549927,-80.533078,1
El Congo,13.902951,-89.496613,6
El Copey,10.14864,-73.96144,3
El Copey district,10.14864,-73.96144,1
El Coral,11.919806,-84.64922,1
El Corozal,13.999777,-89.067527,1
El Corozo,12.1,-84.9,2
El Corral,13.8,-89.916667,1
El Coyolito,12.684095,-86.212746,2
El Crucero,11.980467,-86.310774,1
El Cua,13.367126,-85.672322,1
El Cuco,13.175928,-88.110224,1
El Daein,11.461314,26.124126,2
El delirio,12.069883,-86.476841,3
El Desastre,10.145663,-73.23638,1
El Desparpajo,12.19185,-84.101286,1
El Dher district,4.051783,47.046204,2
El Diamante,1.19974,-75.66284,1
El Doce,7.44813,-75.31076,2
El Doncello,1.68458,-75.28622,1
El Doncello district,1.68458,-75.28622,1
El Escalon,13.7333333,-89.833333,1
El Espanolito,13.8231546,-86.728413,1
El Espavel,12.01048,-84.66631,1
El Espino,6.482797,-72.496357,1
El Estrecho,1.967177,-77.119458,1
El Estrecho del Patia,1.966016,-77.118575,1
El Eulma,36.152778,5.69,1
El Faro,14.147318,-89.519693,1
El Fashir,13.630556,25.35,9
El Fashir district,13.62698,25.349581,1
El Flaye,36.608741,4.671843,1
El Floug,33.2166457,4.8291779,1
El Gaada,35.038333,-1.322778,1
El Gard,36.52895,2.975807,1
El Gavilan,14.051883,-89.435711,2
El Geneina,13.45,22.45,2
El Geneina district,13.450731,22.444898,1
El Golandrino,13.86139,-90.01028,1
El Golea,30.566667,2.883333,1
El Gor,34.637763,-1.153872,1
El Gorah,31.077564,34.145797,1
El Grao,39.974986,0.015435,1
El Guabo,12.30556,-85.55227,3
El Guaimaro,8.838333,-75.479722,1
El Guapinol,12.71321,-86.511845,3
El Hachimia,36.218593,3.819738,2
El Had,36.6924331,3.5883557,1
El Hadaiek,36.825639,6.888256,1
El Hadd,36.835988,6.1358,1
El Hadj Tifrit Do Ath,36.799169,4.420561,1
El Hadjadj,36.166667,4.85,1
el Hamra,31.966581,5.983465,1
El Hassi,36.178248,5.458124,1
El Houala,35.2696937,0.3560686,1
El Hounia,36.076852,1.99379,1
El Iaan,2.339047,42.288006,1
El Infiernito,12.419,-86.93726,1
El Jicaral,12.726881,-86.381799,1
El Jicaro,13.83415,-86.7127,2
El Jocote,13.35664,-86.26401,2
El Juleque,16.9,-89.766667,1
El Junquillal,13.6333333,-88.666667,5
El Jute,13.44194,-88.15139,1
El Kadiria,36.534743,3.681965,1
El Kassa,36.673926,6.83876,1
El Kharrouba,36.654992,3.405676,1
El Khemis,36.350833,1.682222,3
El Limon,14.050872,-88.994625,4
El LLanito,7.168157,-73.848865,1
El Loro,8.595295,-73.367613,1
El Luzon,0.529675,-76.850441,1
El Maleha district,15.767172,24.920987,1
El Manaicha,35.521104,0.310564,1
El Mango,2.34071,-77.23162,6
El Marsa,36.401579,0.916586,2
El Menzah,34.802703,-0.327917,1
El Mikail,36.4937675,5.8520222,1
El Mojon,12.538914,-85.91632,1
El Molino,10.652893,-72.923999,1
El Mordisco,6.68301,-71.68358,1
El Morro,1.045,-76.274167,1
El Mozote,13.9,-88.116667,3
El Naranjo,17.231048,-90.806787,3
El Nido,11.209709,119.462254,1
El Nino,13.4275,-88.25556,1
El Nispero,11.67915,-86.146136,5
El Ocote,12.861759,-85.941473,2
El Ogla,35.188611,7.468814,1
El Oglat Krakra,35.13451,7.955246,1
El Ojoche,11.51954,-84.786078,1
El Ojuste,13.6166667,-88.483333,1
El Omaria,36.26458,3.03083,1
El Oued,33.363747,6.860582,3
El Ouinet,35.866343,7.883627,1
El Pailon,1.621111,-77.574722,1
El Palo,3.066775,-76.34992,1
El Pantano,7.00507,-73.22388,1
El Paraiso,14.107072,-89.072863,5
El Paso,9.65945,-73.750579,2
El Patia,2.148251,-77.079591,2
El Paujil,1.57036,-75.32731,4
El Penol,6.21723,-75.24309,1
El Pepeto,13.65917,-89.1675,1
El Pepino,1.052069,-76.631163,1
El Pericon,15.397896,-90.870876,2
El Pital,13.06248,-86.44336,1
El Placer,0.425278,-76.905278,1
El Placer Corregimiento,0.425278,-76.905278,1
El Plateado,2.76516,-77.23571,2
El Playon,7.472906,-73.203699,4
El Playon district,7.472906,-73.203699,1
El Plomo,14.146332,-87.215511,1
El Porton,11.76667,-86.35,1
El Porvenir,16.85,-90.883333,4
El Poy,14.370243,-89.209569,2
El Prisionero,13.45279,-85.96408,1
El Progreso,15.4,-87.8,2
El Puro,2.01151,-77.12487,1
El Qusiya,27.437893,30.816291,1
El Raja,36.198573,2.110527,1
El Rama,12.163411,-84.216936,3
El Refugio,13.97667,-89.7472,3
El Requerdo,10.29348,-74.35217,1
El Retiro,6.05746,-75.50277,2
El Retorno,2.33056,-72.6278,5
El Roblar,13.91,-89.06972,2
El Rosario,13.835758,-85.869174,2
El Salado,9.581058,-75.035527,1
El Salam,11.648864,24.90422,1
El Salamo,13.68194,-89.8175,1
El Salitre,13.8222,-89.25389,1
El Salto,11.87401,-86.413,2
El Saque,4.669244,-73.916877,1
El Sauce,14.9,-89.516667,5
El Serif district,13.786389,23.707476,1
El Sicahuite,14.1166667,-88.916667,1
El Silencio,13.8761,-86.01878,1
El Subin,16.633333,-90.183333,1
El Tablazo,13.839446,-83.932081,1
El Tablon,1.42591,-77.09727,1
El Tambo,2.449953,-76.807846,4
El Tambo district,2.43126,-76.86477,1
El Tarf,36.75539,8.223038,1
El Tarra,8.57451,-73.09339,14
El Tarra district,8.57451,-73.09339,3
El Tejero,9.640122,-63.670547,1
El Tempisque,13.8666667,-88.633333,1
El Tibiso,1.434603,-78.448545,1
El Tigre,6.828333,-75.513056,1
El Tocuyo,9.782279,-69.79294,1
El Tope,5.373493,-72.392464,1
El Tortuguero,12.82166,-84.203876,3
El Totoral,-12.784808,-75.03702,1
El Transito,13.35,-88.35,1
El Trapiche,12.3089,-86.78852,1
El Triunfo,13.558889,-88.43,11
El Troncal,7.04507,-75.59632,1
El Tuma,13.066522,-85.749967,1
El Tumbador,14.866667,-91.933333,1
El Venado,12.95,-85.16667,1
El Ventarron,12.136647,-86.250767,3
El Viajano,8.633954,-75.483263,1
El Viento,4.585493,-71.070114,1
El Wak,2.813877,40.93419,12
El Youssoufi,35.948005,2.11252,1
El Zapotal,13.55,-88,2
El Zapote,13.548685,-85.781946,4
El Zuila district,7.933383,-72.600048,1
El Zulia,7.93556,-72.60504,2
El Zulia district,7.93556,-72.60504,1
El-Affroun,36.46748,2.622848,1
El-Ahmier,10.800305,29.85,2
El-Anceur,36.801382,6.158903,1
El-Aouana,36.772462,5.610087,3
El-Arish,31.129945,33.804742,2
Elasha Biyaha,2.084753,45.210714,2
Elazig,38.675209,39.222745,5
Elbasan,41.11679,20.092722,3
El-Baydah,32.354668,0.601472,1
Elbistan district,38.25343,37.390227,1
Elbon,3.80958,43.24628,1
Elbrus,43.2625,42.6476,7
El-Dabaa,31.027081,28.43569,2
Eldher,4.4183,44.8717,1
El-Djer,34.599868,3.195534,1
Eldoret,0.515982,35.27999,2
Eldridge,41.658086,-90.584582,1
Elei Sinai,31.583585,34.502604,3
Eleme,4.787177,7.12049,1
Elephant pass,9.518485,80.406057,9
Eleskirt,39.798045,42.675429,1
Eleskirt district,39.82326,42.674986,1
Eleusis,38.04325,23.542112,1
El-Gao,34.599868,3.195534,1
El-Ghicha,33.929901,2.143725,1
Elgoibar,43.215187,-2.415702,4
Eli,32.069647,35.247517,1
Eli Ismo,36.20403,37.003542,1
Elian,6.767308,124.364521,3
Elista,46.316667,44.266667,1
Elistanzhi,42.97026,46.015798,1
Elixku,38.709876,77.370471,1
Elizabeth,42.317791,-90.221517,1
Elizalde,43.353607,-2.907457,9
El-Kennar,36.82568,5.962771,2
Elkhotovo,43.333333,44.2,2
El'Khotovo,43.333333,44.2,1
El-Kroub,36.262615,6.69435,1
El-Kseur,36.683479,4.851914,1
Ellakanda,7.641944,80.083056,1
Ellisras,-23.666367,27.744673,3
Elmabahce,37.490812,40.682211,1
Elmagolu,37.164399,35.901642,1
Elmagunda,18.171811,81.143483,1
Elmakaya,39.02928,42.481012,1
El-Meridj,36.34686,6.702963,1
El-Milia,36.75,6.266667,1
El-Minya,28.087097,30.76184,1
El-Mlilhia,36.75,6.266667,1
Elne,42.60036,2.97071,1
El-Obeid,13.182622,30.216506,1
Elon Moreh,32.234656,35.330988,6
Elorrio,43.130387,-2.542155,2
Elpitiya,6.287997,80.159604,2
El-Qusiya,27.437893,30.816291,1
Elsburg,-26.244433,28.196237,2
Elsies River,-33.929423,18.575535,1
El-Tor,28.240884,33.62257,2
Eluwankulama,8.273082,79.880083,1
Em Muqataah,31.156792,34.123059,1
Emanuel,32.161864,35.137217,4
Emargunda,18.753932,81.03055,1
Emaye,12.445516,-16.564882,1
Embalse Cerron Grande,13.938518,-88.901366,15
Embilipitiya,6.316232,80.843314,5
Emdeni,-26.238589,27.822445,4
Emeryville,37.831455,-122.28516,1
Emi Dojo,7.561891,6.578339,1
Emir Abdelkader,36.75,5.85,1
Empangeni,-28.752252,31.893167,9
Emstek,52.833914,8.15489,1
Emthonjeni,-25.69189,30.247156,1
Enarotali,-3.930973,136.375962,1
Enayetpur,25.078282,87.934679,1
Encanada,-7.084898,-78.342752,1
Endebess,1.067718,34.859658,1
Engativa,4.697498,-74.112251,1
Engela,-17.445833,15.822715,1
Enhlalakahle,-29.072652,30.606901,1
Enjal Amir Khan,32.930318,70.670128,1
Enjani Kali,33.697271,71.144852,1
Enjil,34.301232,62.246301,1
Enma,25.151792,84.981627,1
Enniskillen,54.346531,-7.640404,10
Enrile,17.559851,121.697338,1
Ensanche Espillat,18.503337,-69.888777,1
Enschede,52.220338,6.895964,1
Entre Rios,13.749987,-89.423305,2
Entrerios district,6.567352,-75.51756,1
Enugu,6.5,7.510333,8
Enugu North district,6.452667,7.510333,1
Enugu Ukwu,6.171389,7.005,1
Enugwu Ukwu,6.175492,7.012213,1
Envigado,6.17346,-75.59278,6
Eperanza,9.227189,125.94085,1
Eppawala,8.144427,80.411537,2
Epping,51.697965,0.110231,1
Er Riadh,33.819136,10.855024,1
